X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Range,Packets Received,
46.01,58.36,105.91,232.63,233.42,249.42,296.56,348.52,360.55,689.77,730.71,814.97,828.66,881.72,904.95,924.97,950.95,968.97,985.49,992.01,200,0
171.85,237.74,237.81,272.44,304.47,374.3,379.06,449.29,451.82,502.39,634.0,699.58,748.79,750.76,839.19,867.29,940.21,942.58,967.97,994.4,200,1
70.87,131.29,152.35,248.41,271.65,274.82,292.79,382.81,401.71,406.73,417.49,455.44,505.87,546.88,552.08,592.23,604.12,895.39,896.76,967.79,200,0
48.69,104.63,204.92,253.64,310.38,333.51,341.7,348.48,373.03,446.14,524.97,622.38,676.24,680.51,710.53,740.1,750.6,862.32,879.23,924.16,200,1
7.88,24.31,30.24,89.49,115.7,209.75,279.07,282.7,342.61,372.68,405.94,530.54,543.68,577.14,622.23,671.96,695.27,710.34,922.11,948.86,200,0
2.7,16.87,90.89,97.24,227.76,333.96,410.3,442.04,509.81,519.95,588.74,600.39,623.29,647.2,693.96,696.48,790.84,813.68,886.96,962.77,200,1
36.03,133.46,160.47,174.77,300.03,389.13,446.39,502.72,541.38,618.83,829.9,871.79,886.3,907.88,919.78,922.35,923.31,952.14,968.29,980.58,200,0
39.62,59.94,61.08,76.49,160.23,247.4,304.45,362.19,378.25,440.26,470.65,528.94,661.12,672.58,696.46,739.88,898.06,907.73,979.53,997.96,200,1
63.21,96.8,133.44,174.66,238.41,284.0,327.99,337.48,343.39,367.93,397.26,456.52,477.65,514.51,591.03,607.25,659.18,680.35,970.49,999.28,200,0
62.64,107.0,117.32,147.69,241.9,335.5,351.89,432.28,522.0,589.69,637.58,698.25,721.41,745.4,764.56,773.08,813.05,889.79,958.74,976.23,200,1
58.53,97.26,115.83,147.81,169.03,241.56,380.34,399.8,457.06,470.62,497.78,581.08,656.76,684.93,848.15,859.58,862.06,935.83,979.96,983.43,200,1
70.04,110.48,117.32,271.25,344.72,399.16,399.81,403.79,405.04,423.71,431.76,536.92,614.53,639.19,653.42,671.38,713.77,726.34,822.41,857.12,200,1
19.12,29.19,29.95,103.3,109.78,190.57,321.04,365.1,404.24,405.37,518.15,524.18,534.92,606.31,634.79,703.22,737.25,842.78,867.17,959.14,200,1
65.6,66.15,80.53,85.31,100.01,153.37,162.12,199.6,221.4,222.86,265.04,349.44,373.22,432.98,456.41,528.23,559.68,773.46,781.48,856.28,200,0
28.95,117.38,159.85,260.9,277.34,364.54,364.91,376.39,392.57,495.97,501.06,524.38,681.74,690.78,751.02,759.28,878.37,895.69,927.21,987.35,200,1
1.38,3.86,46.81,81.37,178.58,247.69,267.21,300.4,318.23,371.92,507.64,520.76,549.5,612.87,719.62,877.4,881.9,930.82,966.39,970.73,200,1
166.05,216.46,244.89,294.08,336.1,376.74,444.59,453.09,458.5,493.96,675.69,778.17,791.88,844.23,858.78,880.68,922.76,945.03,966.15,991.89,200,1
75.36,102.41,107.62,117.53,139.07,156.38,242.18,246.56,250.4,304.2,391.8,424.66,426.9,483.39,568.22,596.43,818.03,842.85,932.56,975.88,200,0
39.99,112.43,183.03,212.43,288.57,351.94,357.42,377.41,403.03,408.3,526.91,621.67,639.71,709.04,745.23,769.97,809.36,874.4,897.54,954.33,200,1
0.55,49.35,63.55,115.66,159.15,208.25,215.4,292.89,425.4,479.38,487.68,605.71,637.46,715.05,727.89,802.89,811.94,858.34,914.86,932.39,200,1
5.15,107.21,140.32,172.95,177.01,359.0,373.51,409.73,418.11,473.14,483.52,515.64,694.16,710.46,733.29,737.28,817.34,882.28,889.06,919.51,200,1
147.8,185.52,256.92,282.84,316.54,326.27,339.63,357.35,433.08,446.88,491.89,532.67,600.21,731.74,873.56,898.96,914.97,923.31,937.12,963.2,200,1
141.51,289.91,344.53,401.43,416.69,441.32,448.37,486.41,498.18,567.85,577.71,621.17,627.73,727.55,735.89,770.87,779.18,795.59,865.95,866.79,200,1
56.88,59.38,96.45,115.9,120.12,175.37,211.45,314.57,334.47,342.34,348.19,367.92,566.51,757.36,810.84,863.47,876.03,899.87,918.55,980.49,200,1
38.56,42.92,99.73,150.93,216.87,298.19,330.27,333.07,475.59,484.97,517.33,554.65,657.32,725.57,773.11,813.88,820.02,826.86,901.16,903.15,200,1
68.85,140.38,162.36,179.8,217.66,227.36,290.84,310.84,335.98,345.51,395.23,480.06,522.18,705.71,718.63,727.77,815.2,853.61,889.45,973.82,200,1
69.18,111.5,176.5,197.26,220.1,290.25,304.17,316.5,322.33,458.97,482.58,506.31,534.91,591.07,622.89,729.83,734.81,879.17,939.16,999.81,200,1
12.17,97.68,213.84,228.65,229.57,322.83,492.36,506.86,514.92,559.17,677.14,723.94,736.85,771.23,805.26,833.98,873.83,921.72,922.3,938.41,200,1
10.06,20.95,30.66,43.98,107.47,224.41,243.68,287.54,411.62,456.7,475.83,489.46,520.08,582.32,588.64,592.88,708.77,753.24,879.52,953.68,200,1
68.09,127.29,129.36,185.35,235.83,254.38,265.3,349.99,471.46,490.42,525.81,620.5,639.62,719.39,778.28,848.35,943.85,948.54,964.92,995.82,200,1
13.51,24.27,141.82,232.77,256.11,265.63,310.63,316.73,430.12,475.32,483.75,558.05,626.71,652.12,715.14,727.54,791.23,823.72,853.25,969.21,200,1
0.66,5.31,11.36,51.08,83.29,108.9,152.03,185.9,264.65,278.33,418.64,511.22,520.68,639.46,691.51,704.95,859.0,941.67,965.52,975.09,200,1
17.06,42.91,100.25,120.28,140.96,354.22,397.92,524.58,552.44,615.06,617.66,700.86,754.9,758.98,774.5,861.12,885.02,913.28,967.05,967.34,200,0
35.16,66.07,163.68,202.8,262.8,265.91,295.95,357.76,423.59,438.26,441.37,472.41,518.99,522.06,783.4,816.36,828.15,906.23,929.29,985.11,200,0
2.06,110.52,128.02,198.91,280.86,329.65,330.44,552.58,583.19,603.32,630.83,638.39,728.56,791.76,851.81,947.82,956.12,962.4,987.89,997.99,200,0
24.58,102.45,103.99,108.17,221.22,230.57,268.71,276.65,316.55,349.9,392.32,397.03,506.34,633.98,633.99,683.73,706.41,800.26,826.81,955.57,200,1
18.1,103.58,135.55,155.98,263.77,299.15,388.4,389.55,426.0,435.53,486.27,588.15,590.59,697.33,751.03,798.69,892.71,923.46,944.63,983.85,200,1
19.46,198.99,276.34,286.72,367.48,369.52,379.89,399.22,423.05,560.45,649.53,664.67,668.22,706.87,720.27,816.15,866.86,911.45,925.4,927.98,200,1
41.18,51.01,98.61,148.38,169.82,308.53,344.29,502.45,548.85,567.69,627.16,653.0,773.26,801.07,807.56,815.23,816.42,860.31,888.27,942.18,200,1
4.65,62.69,85.79,104.74,116.56,118.62,185.82,203.62,244.57,357.64,401.69,424.85,458.21,566.31,664.2,757.41,938.26,982.25,983.0,992.67,200,1
118.92,151.23,169.31,278.12,363.84,395.63,417.54,512.08,555.29,569.29,586.11,598.32,693.75,781.58,787.92,805.46,916.34,955.47,965.09,971.76,200,1
35.74,259.38,300.65,359.1,430.0,459.88,502.11,548.85,573.61,638.61,748.02,758.19,770.13,786.19,793.57,800.8,861.59,887.7,955.05,979.29,200,0
21.36,24.77,51.05,100.23,102.32,139.75,152.36,292.18,320.33,330.6,331.27,382.76,473.33,660.54,675.13,831.03,845.15,946.81,982.99,996.07,200,1
53.73,97.81,167.44,294.27,396.22,435.35,621.14,677.51,700.53,711.87,769.16,774.75,795.46,821.9,867.11,883.08,884.36,937.86,966.58,994.23,200,1
14.25,37.13,44.57,65.12,237.52,271.31,305.05,342.1,400.45,400.88,527.71,557.99,614.77,665.87,768.19,823.47,866.13,913.28,960.81,982.44,200,1
75.28,78.25,168.93,258.06,295.89,303.29,355.89,371.29,374.06,413.78,532.32,577.59,686.38,688.68,694.09,703.19,766.59,781.19,810.3,949.28,200,1
36.69,83.79,147.4,219.86,274.3,277.99,287.15,516.12,543.35,548.26,580.24,659.97,707.98,739.63,756.29,767.21,774.88,793.28,944.03,956.87,200,0
30.19,101.11,168.14,318.03,318.38,344.86,444.48,502.39,540.05,556.13,617.5,620.13,645.54,701.84,765.07,873.32,887.28,958.07,965.73,985.38,200,1
25.19,60.08,118.35,122.09,132.31,193.24,200.19,201.27,209.86,259.6,313.59,365.54,487.15,537.17,644.22,673.65,685.47,898.64,912.15,990.37,200,0
49.5,101.85,106.68,134.17,255.06,296.13,298.75,316.54,396.61,408.77,461.05,493.41,533.98,657.04,701.98,750.54,884.76,935.16,944.2,998.02,200,1
103.99,131.69,271.55,284.89,305.19,397.01,483.46,489.68,526.58,537.95,607.55,615.28,704.4,709.05,792.5,835.65,881.19,907.9,916.42,937.66,200,1
16.25,140.44,196.45,319.83,321.47,442.87,458.72,474.18,514.77,642.8,671.53,677.89,712.89,769.05,817.45,830.48,842.97,898.09,902.13,983.43,200,1
30.43,38.04,42.36,57.91,112.25,193.62,227.74,291.39,353.82,359.45,374.41,378.27,531.49,657.86,667.17,802.07,900.37,956.54,964.2,983.27,200,1
45.51,197.98,221.82,317.26,404.77,413.09,446.79,493.95,550.99,588.66,601.28,667.21,710.06,771.93,789.87,798.08,836.99,929.62,979.27,980.47,200,1
73.83,105.09,150.35,310.93,428.38,490.97,555.94,558.28,649.66,717.56,738.15,741.6,770.54,799.87,875.45,881.0,906.49,908.25,923.16,982.57,200,1
59.76,127.5,138.44,193.99,298.25,348.67,350.27,414.46,481.04,498.43,586.28,701.79,804.88,840.64,847.31,848.83,862.56,919.74,960.77,998.35,200,1
19.69,40.87,42.45,68.6,228.91,257.82,317.63,328.95,340.1,357.98,435.14,514.48,546.87,590.93,628.31,640.56,688.65,722.39,740.24,769.79,200,1
34.27,98.76,131.58,146.58,196.85,373.05,452.65,586.72,588.16,713.72,720.32,740.35,748.61,768.92,821.02,856.57,898.83,915.41,979.01,998.53,200,1
53.53,106.5,112.22,181.62,198.89,305.27,383.07,393.12,411.63,417.33,589.71,650.91,656.84,684.5,827.31,881.57,919.17,929.07,943.06,990.65,200,1
0.37,42.76,101.77,193.33,273.73,307.53,346.61,462.1,506.53,629.46,638.36,662.86,673.01,732.14,778.04,801.82,845.36,875.69,890.11,989.09,200,1
66.6,77.99,153.1,185.31,197.52,235.97,240.29,415.13,451.81,470.32,519.98,528.32,671.69,763.14,798.95,799.83,804.94,870.18,959.7,960.52,200,1
44.25,92.85,166.54,221.49,281.45,377.27,400.47,416.93,428.81,431.26,456.22,555.19,562.07,596.18,614.35,695.35,771.08,818.08,851.2,926.03,200,1
32.78,109.57,116.46,144.06,163.18,188.73,244.16,339.09,420.23,516.83,565.85,672.63,696.22,728.47,767.47,802.98,828.48,852.69,899.65,982.93,200,1
3.71,32.95,154.84,204.14,206.45,231.25,255.26,294.18,307.87,310.2,353.9,415.95,515.43,769.87,797.53,845.08,849.69,884.62,900.68,945.43,200,0
24.55,80.45,94.12,109.68,115.56,166.74,172.7,196.0,217.28,286.33,321.7,388.33,426.59,481.55,493.58,742.9,808.05,818.42,825.74,927.02,200,0
9.06,107.3,154.43,191.72,207.51,237.97,270.48,312.69,353.07,384.27,601.23,616.18,703.41,761.93,788.47,806.12,834.59,884.32,890.76,958.53,200,0
74.12,84.21,165.55,171.17,178.2,273.35,320.75,431.84,469.38,476.8,528.74,566.67,621.88,665.96,700.63,759.45,841.82,844.47,887.13,973.89,200,1
59.02,72.6,144.24,219.28,266.37,278.05,368.6,543.92,561.12,627.76,661.58,748.72,766.67,771.6,789.04,810.98,836.55,840.02,904.98,979.32,200,1
13.32,15.74,28.36,226.2,293.62,325.85,487.76,502.51,546.95,559.25,606.26,607.74,622.97,704.73,824.27,874.28,955.96,958.28,968.2,989.09,200,1
101.28,152.05,187.36,301.7,313.7,315.47,340.6,430.18,483.5,512.41,555.66,599.58,743.94,784.06,818.1,844.33,861.82,874.84,909.09,967.05,200,1
112.07,133.15,175.28,181.27,201.97,212.68,284.78,321.42,401.39,444.63,476.61,490.55,609.69,615.6,693.72,697.73,779.15,930.13,946.56,970.38,200,1
44.44,81.05,145.84,194.19,209.6,225.0,347.46,349.09,413.13,454.17,454.59,480.74,518.93,522.82,600.18,608.17,865.21,870.1,917.88,955.06,200,0
26.32,83.53,104.83,112.75,118.02,140.91,254.29,326.94,558.41,607.18,665.95,708.88,718.19,718.88,801.96,816.73,837.33,862.67,937.12,957.49,200,0
68.34,129.76,268.75,285.17,286.49,314.73,355.93,458.02,500.83,512.35,549.42,578.61,617.04,683.6,701.26,704.64,746.83,825.68,887.83,922.91,200,1
9.25,14.98,42.49,58.81,60.38,92.45,117.55,148.04,186.13,381.65,448.6,457.39,537.14,575.75,644.4,823.99,842.92,885.52,927.75,983.2,200,1
6.2,9.28,126.37,160.26,185.12,227.02,297.72,493.87,532.09,581.89,609.09,614.76,644.3,714.3,729.61,760.79,876.82,942.78,944.4,998.2,200,1
4.79,75.61,113.89,125.16,129.62,151.49,162.07,166.32,176.33,304.96,413.77,460.8,552.69,553.77,698.12,722.02,780.89,941.44,963.47,964.21,200,1
27.65,173.19,297.97,342.23,359.11,375.59,414.44,480.11,501.77,616.62,643.86,660.34,709.23,721.04,721.2,731.93,791.28,875.2,900.41,941.74,200,1
20.22,71.04,87.13,383.44,423.65,437.59,528.89,544.88,548.81,568.04,602.76,645.89,715.19,778.16,791.73,832.62,870.01,891.77,925.6,963.66,250,0
18.79,118.27,143.35,264.56,414.66,456.15,461.48,521.85,568.43,612.1,616.93,617.64,639.92,681.82,774.23,780.53,799.16,943.75,944.67,978.62,250,1
60.23,102.04,128.93,161.31,208.88,210.38,244.43,253.29,315.43,359.51,363.71,437.03,438.6,466.31,570.2,653.11,666.77,670.64,697.63,988.37,250,0
39.19,96.1,97.1,110.38,118.73,120.2,138.18,158.97,196.58,282.81,296.14,368.73,468.65,604.85,656.33,739.26,820.99,837.94,976.46,976.76,250,1
4.7,20.11,64.15,93.94,131.8,183.19,265.39,289.41,317.98,318.57,414.26,523.25,566.6,575.95,586.51,667.41,692.47,716.33,828.94,929.3,250,1
223.08,248.75,270.01,297.44,396.51,447.13,572.25,576.16,581.27,592.04,677.82,692.53,699.48,735.19,813.8,846.41,881.1,881.74,952.75,962.19,250,1
19.19,135.47,290.08,298.28,301.57,423.86,428.77,431.42,501.32,569.96,574.33,590.87,606.39,618.02,643.99,652.1,653.2,660.17,725.25,956.08,250,1
69.17,100.23,123.82,149.45,162.49,367.56,407.18,435.86,569.1,615.56,703.89,714.24,806.19,807.32,848.01,868.13,891.92,896.55,919.48,998.85,250,1
11.71,18.52,31.84,54.34,171.63,200.0,223.92,345.35,359.98,453.54,521.04,697.43,704.41,722.06,729.99,793.7,855.8,866.38,928.08,975.52,250,1
58.03,164.69,186.19,209.84,227.41,237.89,254.36,311.94,398.22,434.42,490.46,535.63,577.23,589.91,613.97,621.48,730.12,739.55,934.21,944.37,250,1
20.65,24.68,67.25,179.6,216.9,263.32,311.8,320.02,377.75,383.46,453.7,536.58,588.32,663.08,679.39,696.34,758.38,831.05,896.67,990.34,250,1
25.66,185.64,207.47,213.31,215.51,253.94,273.54,277.63,374.17,424.69,463.58,518.2,586.78,628.98,687.49,730.86,798.05,872.65,947.37,952.79,250,1
83.42,117.53,132.07,144.85,183.28,292.15,355.61,396.06,488.06,517.38,552.19,565.42,584.48,716.86,748.66,765.33,863.86,903.72,940.43,961.94,250,1
16.43,63.96,100.29,231.7,240.83,281.73,338.16,485.63,586.41,630.45,669.92,785.15,799.2,874.29,876.51,929.53,941.38,949.32,961.57,977.5,250,1
13.24,97.84,136.9,148.14,189.85,224.32,293.02,347.23,368.58,478.37,497.39,511.32,617.88,639.47,822.12,848.94,862.19,960.83,972.92,981.83,250,1
11.43,53.43,79.52,81.1,89.6,132.49,146.95,232.23,245.37,333.15,407.24,420.54,557.37,672.05,725.59,727.04,770.58,774.05,860.55,906.56,250,1
55.37,56.85,131.48,181.15,259.42,262.12,270.33,272.82,283.52,301.6,373.81,379.93,456.14,587.6,683.28,695.63,697.0,777.41,778.7,788.55,250,1
35.36,44.61,76.96,128.86,197.05,277.6,306.81,370.85,392.68,430.4,459.86,510.02,518.84,536.18,577.54,645.57,681.39,799.8,956.41,959.43,250,1
160.54,187.13,240.02,327.72,399.03,456.91,458.14,458.6,543.81,590.98,636.06,690.03,699.62,724.17,756.78,796.39,882.04,903.98,904.04,959.17,250,1
16.33,33.3,62.71,159.41,185.23,258.68,355.37,356.71,398.43,424.03,457.22,575.75,628.9,815.52,820.77,849.04,857.72,908.84,951.87,958.98,250,1
12.04,15.61,33.07,68.07,99.61,115.48,131.06,221.16,232.74,251.94,253.19,326.7,401.26,428.8,454.16,614.46,618.48,869.49,929.29,945.3,250,0
65.3,162.95,241.42,246.06,287.05,288.4,409.05,414.86,424.09,490.31,517.31,554.69,638.76,662.5,665.86,706.57,783.23,974.26,989.41,990.35,250,1
46.01,58.36,105.91,232.63,233.42,249.42,296.56,348.52,360.55,689.77,730.71,814.97,828.66,881.72,904.95,924.97,950.95,968.97,985.49,992.01,250,0
171.85,237.74,237.81,272.44,304.47,374.3,379.06,449.29,451.82,502.39,634.0,699.58,748.79,750.76,839.19,867.29,940.21,942.58,967.97,994.4,250,1
70.87,131.29,152.35,248.41,271.65,274.82,292.79,382.81,401.71,406.73,417.49,455.44,505.87,546.88,552.08,592.23,604.12,895.39,896.76,967.79,250,0
48.69,104.63,204.92,253.64,310.38,333.51,341.7,348.48,373.03,446.14,524.97,622.38,676.24,680.51,710.53,740.1,750.6,862.32,879.23,924.16,250,1
7.88,24.31,30.24,89.49,115.7,209.75,279.07,282.7,342.61,372.68,405.94,530.54,543.68,577.14,622.23,671.96,695.27,710.34,922.11,948.86,250,1
2.7,16.87,90.89,97.24,227.76,333.96,410.3,442.04,509.81,519.95,588.74,600.39,623.29,647.2,693.96,696.48,790.84,813.68,886.96,962.77,250,1
36.03,133.46,160.47,174.77,300.03,389.13,446.39,502.72,541.38,618.83,829.9,871.79,886.3,907.88,919.78,922.35,923.31,952.14,968.29,980.58,250,1
39.62,59.94,61.08,76.49,160.23,247.4,304.45,362.19,378.25,440.26,470.65,528.94,661.12,672.58,696.46,739.88,898.06,907.73,979.53,997.96,250,1
63.21,96.8,133.44,174.66,238.41,284.0,327.99,337.48,343.39,367.93,397.26,456.52,477.65,514.51,591.03,607.25,659.18,680.35,970.49,999.28,250,0
62.64,107.0,117.32,147.69,241.9,335.5,351.89,432.28,522.0,589.69,637.58,698.25,721.41,745.4,764.56,773.08,813.05,889.79,958.74,976.23,250,1
58.53,97.26,115.83,147.81,169.03,241.56,380.34,399.8,457.06,470.62,497.78,581.08,656.76,684.93,848.15,859.58,862.06,935.83,979.96,983.43,250,1
70.04,110.48,117.32,271.25,344.72,399.16,399.81,403.79,405.04,423.71,431.76,536.92,614.53,639.19,653.42,671.38,713.77,726.34,822.41,857.12,250,1
19.12,29.19,29.95,103.3,109.78,190.57,321.04,365.1,404.24,405.37,518.15,524.18,534.92,606.31,634.79,703.22,737.25,842.78,867.17,959.14,250,1
65.6,66.15,80.53,85.31,100.01,153.37,162.12,199.6,221.4,222.86,265.04,349.44,373.22,432.98,456.41,528.23,559.68,773.46,781.48,856.28,250,1
28.95,117.38,159.85,260.9,277.34,364.54,364.91,376.39,392.57,495.97,501.06,524.38,681.74,690.78,751.02,759.28,878.37,895.69,927.21,987.35,250,1
1.38,3.86,46.81,81.37,178.58,247.69,267.21,300.4,318.23,371.92,507.64,520.76,549.5,612.87,719.62,877.4,881.9,930.82,966.39,970.73,250,1
166.05,216.46,244.89,294.08,336.1,376.74,444.59,453.09,458.5,493.96,675.69,778.17,791.88,844.23,858.78,880.68,922.76,945.03,966.15,991.89,250,1
75.36,102.41,107.62,117.53,139.07,156.38,242.18,246.56,250.4,304.2,391.8,424.66,426.9,483.39,568.22,596.43,818.03,842.85,932.56,975.88,250,1
39.99,112.43,183.03,212.43,288.57,351.94,357.42,377.41,403.03,408.3,526.91,621.67,639.71,709.04,745.23,769.97,809.36,874.4,897.54,954.33,250,1
0.55,49.35,63.55,115.66,159.15,208.25,215.4,292.89,425.4,479.38,487.68,605.71,637.46,715.05,727.89,802.89,811.94,858.34,914.86,932.39,250,1
5.15,107.21,140.32,172.95,177.01,359.0,373.51,409.73,418.11,473.14,483.52,515.64,694.16,710.46,733.29,737.28,817.34,882.28,889.06,919.51,250,1
147.8,185.52,256.92,282.84,316.54,326.27,339.63,357.35,433.08,446.88,491.89,532.67,600.21,731.74,873.56,898.96,914.97,923.31,937.12,963.2,250,1
141.51,289.91,344.53,401.43,416.69,441.32,448.37,486.41,498.18,567.85,577.71,621.17,627.73,727.55,735.89,770.87,779.18,795.59,865.95,866.79,250,1
56.88,59.38,96.45,115.9,120.12,175.37,211.45,314.57,334.47,342.34,348.19,367.92,566.51,757.36,810.84,863.47,876.03,899.87,918.55,980.49,250,1
38.56,42.92,99.73,150.93,216.87,298.19,330.27,333.07,475.59,484.97,517.33,554.65,657.32,725.57,773.11,813.88,820.02,826.86,901.16,903.15,250,1
68.85,140.38,162.36,179.8,217.66,227.36,290.84,310.84,335.98,345.51,395.23,480.06,522.18,705.71,718.63,727.77,815.2,853.61,889.45,973.82,250,1
69.18,111.5,176.5,197.26,220.1,290.25,304.17,316.5,322.33,458.97,482.58,506.31,534.91,591.07,622.89,729.83,734.81,879.17,939.16,999.81,250,1
12.17,97.68,213.84,228.65,229.57,322.83,492.36,506.86,514.92,559.17,677.14,723.94,736.85,771.23,805.26,833.98,873.83,921.72,922.3,938.41,250,1
10.06,20.95,30.66,43.98,107.47,224.41,243.68,287.54,411.62,456.7,475.83,489.46,520.08,582.32,588.64,592.88,708.77,753.24,879.52,953.68,250,1
68.09,127.29,129.36,185.35,235.83,254.38,265.3,349.99,471.46,490.42,525.81,620.5,639.62,719.39,778.28,848.35,943.85,948.54,964.92,995.82,250,1
13.51,24.27,141.82,232.77,256.11,265.63,310.63,316.73,430.12,475.32,483.75,558.05,626.71,652.12,715.14,727.54,791.23,823.72,853.25,969.21,250,1
0.66,5.31,11.36,51.08,83.29,108.9,152.03,185.9,264.65,278.33,418.64,511.22,520.68,639.46,691.51,704.95,859.0,941.67,965.52,975.09,250,1
17.06,42.91,100.25,120.28,140.96,354.22,397.92,524.58,552.44,615.06,617.66,700.86,754.9,758.98,774.5,861.12,885.02,913.28,967.05,967.34,250,1
35.16,66.07,163.68,202.8,262.8,265.91,295.95,357.76,423.59,438.26,441.37,472.41,518.99,522.06,783.4,816.36,828.15,906.23,929.29,985.11,250,0
2.06,110.52,128.02,198.91,280.86,329.65,330.44,552.58,583.19,603.32,630.83,638.39,728.56,791.76,851.81,947.82,956.12,962.4,987.89,997.99,250,1
24.58,102.45,103.99,108.17,221.22,230.57,268.71,276.65,316.55,349.9,392.32,397.03,506.34,633.98,633.99,683.73,706.41,800.26,826.81,955.57,250,1
18.1,103.58,135.55,155.98,263.77,299.15,388.4,389.55,426.0,435.53,486.27,588.15,590.59,697.33,751.03,798.69,892.71,923.46,944.63,983.85,250,1
19.46,198.99,276.34,286.72,367.48,369.52,379.89,399.22,423.05,560.45,649.53,664.67,668.22,706.87,720.27,816.15,866.86,911.45,925.4,927.98,250,1
41.18,51.01,98.61,148.38,169.82,308.53,344.29,502.45,548.85,567.69,627.16,653.0,773.26,801.07,807.56,815.23,816.42,860.31,888.27,942.18,250,1
4.65,62.69,85.79,104.74,116.56,118.62,185.82,203.62,244.57,357.64,401.69,424.85,458.21,566.31,664.2,757.41,938.26,982.25,983.0,992.67,250,1
118.92,151.23,169.31,278.12,363.84,395.63,417.54,512.08,555.29,569.29,586.11,598.32,693.75,781.58,787.92,805.46,916.34,955.47,965.09,971.76,250,1
35.74,259.38,300.65,359.1,430.0,459.88,502.11,548.85,573.61,638.61,748.02,758.19,770.13,786.19,793.57,800.8,861.59,887.7,955.05,979.29,250,1
21.36,24.77,51.05,100.23,102.32,139.75,152.36,292.18,320.33,330.6,331.27,382.76,473.33,660.54,675.13,831.03,845.15,946.81,982.99,996.07,250,1
53.73,97.81,167.44,294.27,396.22,435.35,621.14,677.51,700.53,711.87,769.16,774.75,795.46,821.9,867.11,883.08,884.36,937.86,966.58,994.23,250,1
14.25,37.13,44.57,65.12,237.52,271.31,305.05,342.1,400.45,400.88,527.71,557.99,614.77,665.87,768.19,823.47,866.13,913.28,960.81,982.44,250,1
75.28,78.25,168.93,258.06,295.89,303.29,355.89,371.29,374.06,413.78,532.32,577.59,686.38,688.68,694.09,703.19,766.59,781.19,810.3,949.28,250,1
36.69,83.79,147.4,219.86,274.3,277.99,287.15,516.12,543.35,548.26,580.24,659.97,707.98,739.63,756.29,767.21,774.88,793.28,944.03,956.87,250,1
30.19,101.11,168.14,318.03,318.38,344.86,444.48,502.39,540.05,556.13,617.5,620.13,645.54,701.84,765.07,873.32,887.28,958.07,965.73,985.38,250,1
25.19,60.08,118.35,122.09,132.31,193.24,200.19,201.27,209.86,259.6,313.59,365.54,487.15,537.17,644.22,673.65,685.47,898.64,912.15,990.37,250,1
49.5,101.85,106.68,134.17,255.06,296.13,298.75,316.54,396.61,408.77,461.05,493.41,533.98,657.04,701.98,750.54,884.76,935.16,944.2,998.02,250,1
103.99,131.69,271.55,284.89,305.19,397.01,483.46,489.68,526.58,537.95,607.55,615.28,704.4,709.05,792.5,835.65,881.19,907.9,916.42,937.66,250,1
16.25,140.44,196.45,319.83,321.47,442.87,458.72,474.18,514.77,642.8,671.53,677.89,712.89,769.05,817.45,830.48,842.97,898.09,902.13,983.43,250,1
30.43,38.04,42.36,57.91,112.25,193.62,227.74,291.39,353.82,359.45,374.41,378.27,531.49,657.86,667.17,802.07,900.37,956.54,964.2,983.27,250,1
45.51,197.98,221.82,317.26,404.77,413.09,446.79,493.95,550.99,588.66,601.28,667.21,710.06,771.93,789.87,798.08,836.99,929.62,979.27,980.47,250,1
73.83,105.09,150.35,310.93,428.38,490.97,555.94,558.28,649.66,717.56,738.15,741.6,770.54,799.87,875.45,881.0,906.49,908.25,923.16,982.57,250,1
59.76,127.5,138.44,193.99,298.25,348.67,350.27,414.46,481.04,498.43,586.28,701.79,804.88,840.64,847.31,848.83,862.56,919.74,960.77,998.35,250,1
19.69,40.87,42.45,68.6,228.91,257.82,317.63,328.95,340.1,357.98,435.14,514.48,546.87,590.93,628.31,640.56,688.65,722.39,740.24,769.79,250,1
34.27,98.76,131.58,146.58,196.85,373.05,452.65,586.72,588.16,713.72,720.32,740.35,748.61,768.92,821.02,856.57,898.83,915.41,979.01,998.53,250,1
53.53,106.5,112.22,181.62,198.89,305.27,383.07,393.12,411.63,417.33,589.71,650.91,656.84,684.5,827.31,881.57,919.17,929.07,943.06,990.65,250,1
0.37,42.76,101.77,193.33,273.73,307.53,346.61,462.1,506.53,629.46,638.36,662.86,673.01,732.14,778.04,801.82,845.36,875.69,890.11,989.09,250,1
66.6,77.99,153.1,185.31,197.52,235.97,240.29,415.13,451.81,470.32,519.98,528.32,671.69,763.14,798.95,799.83,804.94,870.18,959.7,960.52,250,1
44.25,92.85,166.54,221.49,281.45,377.27,400.47,416.93,428.81,431.26,456.22,555.19,562.07,596.18,614.35,695.35,771.08,818.08,851.2,926.03,250,1
32.78,109.57,116.46,144.06,163.18,188.73,244.16,339.09,420.23,516.83,565.85,672.63,696.22,728.47,767.47,802.98,828.48,852.69,899.65,982.93,250,1
3.71,32.95,154.84,204.14,206.45,231.25,255.26,294.18,307.87,310.2,353.9,415.95,515.43,769.87,797.53,845.08,849.69,884.62,900.68,945.43,250,0
24.55,80.45,94.12,109.68,115.56,166.74,172.7,196.0,217.28,286.33,321.7,388.33,426.59,481.55,493.58,742.9,808.05,818.42,825.74,927.02,250,1
